reg_time,uid,fc_imp_chk,fc_time_chk,utmtr,mm_dma,osName,model,hardware,site_id
2021-07-21 19:26:39,00000000-0000-0001-6268-955969841541,0,7,6,520,Android,moto g power (2021),Mobile Phone,www.onceuponacheerio.com
2021-07-21 19:26:37,00000000-0000-0001-6268-955981091054,0,7,6,518,Android,LM-G820,Mobile Phone,gizmodo.com
2021-07-21 19:26:52,00000000-0000-0001-6268-956122901670,0,7,6,567,iOS,iPhone 8,Mobile Phone,comicbook.com
2021-07-21 19:26:59,00000000-0000-0001-6268-956160981555,0,7,6,561,,,,www.blackenterprise.com
2021-07-21 19:27:05,00000000-0000-0001-6268-956208931489,0,7,6,512,iOS,iPhone 11 Pro Max,Mobile Phone,www.prevention.com
2021-07-21 19:27:10,00000000-0000-0001-6268-956271471760,0,7,6,632,iOS,iPhone,Mobile Phone,www.mybakingaddiction.com
2021-07-21 19:27:05,00000000-0000-0001-6268-956245581267,0,7,6,648,iOS,iPhone,Mobile Phone,parade.com
2021-07-21 19:27:07,00000000-0000-0001-6268-956269841977,0,7,6,517,Android,SM-G965U,Mobile Phone,www.mmamania.com
2021-07-21 19:27:14,00000000-0000-0001-6268-956351781698,0,7,6,567,iOS,iPhone,Mobile Phone,jazzfuel.com
2021-07-21 19:27:15,00000000-0000-0001-6268-956343631568,0,7,6,524,iOS,iPhone,Mobile Phone,buggyandbuddy.com
2021-07-21 19:27:26,00000000-0000-0001-6268-956256211388,0,7,6,567,iOS,iPhone,Mobile Phone,homeguides.sfgate.com
2021-07-21 19:27:30,00000000-0000-0001-6268-956484101371,0,7,6,517,iOS,iPhone,Mobile Phone,www.zeldadungeon.net
2021-07-21 19:27:31,00000000-0000-0001-6268-956514391463,0,7,6,501,iOS,iPhone,Mobile Phone,mexicanmademeatless.com
2021-07-21 19:27:33,00000000-0000-0001-6268-956522661895,0,7,6,511,iOS,iPhone,Mobile Phone,dotesports.com
2021-07-21 19:27:36,00000000-0000-0001-6268-956559351994,0,7,6,517,Android,LM-V405,Mobile Phone,abcnews.go.com
2021-07-21 19:27:34,00000000-0000-0001-6268-956195421812,0,7,6,529,iOS,iPhone,Mobile Phone,www.mmafighting.com
2021-07-21 19:27:40,00000000-0000-0001-6268-956584021119,0,7,6,567,iOS,iPhone,Mobile Phone,www.mccoveychronicles.com
2021-07-21 19:27:40,00000000-0000-0001-6268-956564601293,0,7,6,527,iOS,iPhone,Mobile Phone,amp.vox.com
2021-07-21 19:27:46,00000000-0000-0001-6268-956591131254,0,7,6,524,iOS,iPhone 12 Pro Max,Mobile Phone,comicbook.com
2021-07-21 19:27:40,00000000-0000-0001-6268-956594751094,0,7,6,630,iOS,iPhone 12,Mobile Phone,www.sbnation.com
2021-07-21 19:27:48,00000000-0000-0001-6268-956682461194,0,7,6,551,iOS,iPhone,Mobile Phone,www.streetsmartkitchen.com
2021-07-21 19:27:48,00000000-0000-0001-6268-956619311750,0,7,6,573,Android,View 1,Mobile Phone,www.theverge.com
2021-07-21 19:27:56,00000000-0000-0001-6268-956727831981,0,7,6,548,iOS,iPhone XR,Mobile Phone,www.wptv.com
2021-07-21 19:27:54,00000000-0000-0001-6268-956741481440,0,7,6,513,iOS,iPhone,Mobile Phone,www.cbsnews.com
2021-07-21 19:27:52,00000000-0000-0001-6268-956723431072,0,7,6,505,iOS,iPhone,Mobile Phone,people.com
2021-07-21 19:27:53,00000000-0000-0001-6268-956741351619,0,7,6,648,iOS,iPhone X,Mobile Phone,comicbook.com
2021-07-21 19:28:04,00000000-0000-0001-6268-956776551334,0,7,6,512,Android,SM-G955U,Mobile Phone,www.espn.com
2021-07-21 19:28:01,00000000-0000-0001-6268-956826171535,0,7,6,556,iOS,iPhone,Mobile Phone,ohsweetbasil.com
2021-07-21 19:28:04,00000000-0000-0001-6268-956842071056,0,7,6,692,iOS,iPhone XS,Mobile Phone,www.romper.com
2021-07-21 19:28:10,00000000-0000-0001-6268-956906681063,0,7,6,630,iOS,iPhone,Mobile Phone,www.cookingclassy.com
2021-07-21 19:28:13,00000000-0000-0001-6268-955958531804,0,7,6,609,iOS,iPhone,Mobile Phone,commonsensehome.com
2021-07-21 19:28:15,00000000-0000-0001-6268-956810231531,0,7,6,693,iOS,iPhone,Mobile Phone,www.cagesideseats.com
2021-07-21 19:28:14,00000000-0000-0001-6268-956958161508,0,7,6,609,iOS,iPhone,Mobile Phone,arstechnica.com
2021-07-21 19:28:15,00000000-0000-0001-6268-956925581974,0,7,6,517,iOS,iPhone,Mobile Phone,dodgeforum.com
2021-07-21 19:28:32,00000000-0000-0001-6268-957138491219,0,7,6,517,Android,SM-G996U,Mobile Phone,www.denofgeek.com
2021-07-21 19:28:31,00000000-0000-0001-6268-957050401460,0,7,6,693,iOS,iPhone,Mobile Phone,www.seattletimes.com
2021-07-21 19:28:37,00000000-0000-0001-6268-957084951086,0,7,6,659,iOS,iPhone,Mobile Phone,www.distractify.com
2021-07-21 19:28:44,00000000-0000-0001-6268-957180251008,0,7,6,524,iOS,iPhone,Mobile Phone,thatgrapejuice.net
2021-07-21 19:28:45,00000000-0000-0001-6268-957256351922,0,7,6,536,iOS,iPhone,Mobile Phone,www.wordplays.com
2021-07-21 19:28:52,00000000-0000-0001-6268-957286301510,0,7,6,610,iOS,iPhone,Mobile Phone,www.brewcrewball.com
2021-07-21 19:28:55,00000000-0000-0001-6268-957313231745,0,7,6,630,iOS,iPhone,Mobile Phone,www.polygon.com
2021-07-21 19:28:51,00000000-0000-0001-6268-957180861485,0,7,6,505,iOS,iPhone,Mobile Phone,nypost.com
2021-07-21 19:28:59,00000000-0000-0001-6268-957396741031,0,7,6,520,Android,Pixel 3,Mobile Phone,www.inc.com
2021-07-21 19:29:05,00000000-0000-0001-6268-957420521098,0,7,6,588,iOS,iPhone,Mobile Phone,wsbt.com
2021-07-21 19:29:11,00000000-0000-0001-6268-957481141589,0,7,6,517,iOS,iPhone,Mobile Phone,www.click2houston.com
2021-07-21 19:29:08,00000000-0000-0001-6268-957472941616,0,7,6,606,Android,Moto E (2020),Mobile Phone,thesource.com
2021-07-21 19:29:08,00000000-0000-0001-6268-957474481816,0,7,6,691,iOS,iPhone,Mobile Phone,petdt.com
2021-07-21 19:29:08,00000000-0000-0001-6268-957476371789,0,7,6,617,iOS,iPhone,Mobile Phone,www.jsonline.com
2021-07-21 19:29:10,00000000-0000-0001-6268-957499641523,0,7,6,675,iOS,iPhone XR,Mobile Phone,wsvn.com
2021-07-21 19:29:12,00000000-0000-0001-6268-957356291643,0,7,6,510,Android,H1711z,Mobile Phone,www.cleveland.com
2021-07-21 19:29:12,00000000-0000-0001-6268-957523241409,0,7,6,542,Android,LM-V600,Mobile Phone,comicbook.com
2021-07-21 19:29:13,00000000-0000-0001-6268-957512791381,0,7,6,524,Android,Moto G7 Power,Mobile Phone,veggiedesserts.com
2021-07-21 19:29:19,00000000-0000-0001-6268-957563111772,0,7,6,551,iOS,iPhone,Mobile Phone,genius.com
2021-07-21 19:29:26,00000000-0000-0001-6268-956445841975,0,7,6,630,Android,SM-G965U,Mobile Phone,www.blackenterprise.com
2021-07-21 19:29:31,00000000-0000-0001-6268-957533771662,0,7,6,504,iOS,iPhone,Mobile Phone,heavy.com
2021-07-21 19:29:20,00000000-0000-0001-6268-957597321099,0,7,6,517,Android,SM-N960U,Mobile Phone,dotesports.com
2021-07-21 19:29:26,00000000-0000-0001-6268-957649261469,0,7,6,517,,,,www.polygon.com
2021-07-21 19:29:29,00000000-0000-0001-6268-957690331994,0,7,6,520,iOS,iPhone,Mobile Phone,www.fastfoodmenuprices.com
2021-07-21 19:29:36,00000000-0000-0001-6268-957720561407,0,7,6,527,Android,LM-Q730,Mobile Phone,www.mmafighting.com
2021-07-21 19:29:32,00000000-0000-0001-6268-957728681127,0,7,6,693,iOS,iPhone 12,Mobile Phone,www.kcrg.com
2021-07-21 19:29:33,00000000-0000-0001-6268-957736641312,0,7,6,630,iOS,iPhone,Mobile Phone,www.theverge.com
2021-07-21 19:29:41,00000000-0000-0001-6268-957791181518,0,7,6,522,Android,SM-J337V,Mobile Phone,www.talkingchop.com
2021-07-21 19:29:53,00000000-0000-0001-6268-957879661133,0,7,6,544,iOS,iPhone 7 Plus,Mobile Phone,www.wtvr.com
2021-07-21 19:29:52,00000000-0000-0001-6268-957752471311,0,7,6,510,iOS,iPhone,Mobile Phone,www.mandatory.com
2021-07-21 19:29:54,00000000-0000-0001-6268-957946481763,0,7,6,505,Android,Pixel 4a,Mobile Phone,online.seterra.com
2021-07-21 19:29:59,00000000-0000-0001-6268-957988231269,0,7,6,504,Android,SM-G996U1,Mobile Phone,www.accuweather.com
2021-07-21 19:30:05,00000000-0000-0001-6268-958052831367,0,7,6,501,iOS,iPhone,Mobile Phone,hiphopdx.com
2021-07-21 19:30:14,00000000-0000-0001-6268-958150031321,0,7,6,517,Android,SM-G991U,Mobile Phone,www.turfshowtimes.com
2021-07-21 19:30:14,00000000-0000-0001-6268-958144731548,0,7,6,616,Android,SM-G973U,Mobile Phone,www.billyparisi.com
2021-07-21 19:30:15,00000000-0000-0001-6268-958153731939,0,7,6,517,Android,SM-G991U,Mobile Phone,www.vivaelbirdos.com
2021-07-21 19:30:24,00000000-0000-0001-6268-958209931043,0,7,6,648,iOS,iPhone 11 Pro Max,Mobile Phone,www.sbnation.com
2021-07-21 19:30:26,00000000-0000-0001-6268-958229461631,0,7,6,718,iOS,iPhone,Mobile Phone,hometheateracademy.com
2021-07-21 19:30:31,00000000-0000-0001-6268-958317561050,0,7,6,616,iOS,iPhone,Mobile Phone,www.arrowheadpride.com
2021-07-21 19:30:32,00000000-0000-0001-6268-958338051237,0,7,6,530,iOS,iPhone,Mobile Phone,twodrifters.us
2021-07-21 19:30:33,00000000-0000-0001-6268-958332291174,0,7,6,570,iOS,iPhone,Mobile Phone,www.countryliving.com
2021-07-21 19:30:38,00000000-0000-0001-6268-958377051298,0,7,6,517,,,,www.theverge.com
2021-07-21 19:30:45,00000000-0000-0001-6268-958422651156,0,7,6,561,Android,SM-G960U,Mobile Phone,www.news4jax.com
2021-07-21 19:30:44,00000000-0000-0001-6268-958427511799,0,7,6,524,iOS,iPhone,Mobile Phone,www.talkingchop.com
2021-07-21 19:30:51,00000000-0000-0001-6268-958516301311,0,7,6,511,iOS,iPhone,Mobile Phone,m.activebeat.com
2021-07-21 19:30:46,00000000-0000-0001-6268-958442211054,0,7,6,524,Android,U12+,Mobile Phone,abc7.com
2021-07-21 19:30:47,00000000-0000-0001-6268-958441171505,0,7,6,510,Android,SM-S767VL,Mobile Phone,gizmodo.com
2021-07-21 19:31:04,00000000-0000-0001-6268-958649911489,0,7,6,524,iOS,iPhone,Mobile Phone,atlantablackstar.com
2021-07-21 19:31:15,00000000-0000-0001-6268-958710771948,0,7,6,517,Android,SM-A716U,Mobile Phone,www.dailydot.com
2021-07-21 19:31:19,00000000-0000-0001-6268-958766621546,0,7,6,517,Android,SM-N960U,Mobile Phone,amp.charlotteobserver.com
2021-07-21 19:31:33,00000000-0000-0001-6268-958424001149,0,7,6,570,iOS,iPhone,Mobile Phone,www.al.com
2021-07-21 19:31:32,00000000-0000-0001-6268-958925701553,0,7,6,517,Android,Moto Z2,Mobile Phone,www.busytourist.com
2021-07-21 19:31:34,00000000-0000-0001-6268-958905881035,0,7,6,563,iOS,iPhone,Mobile Phone,www.pep.ph
2021-07-21 19:31:35,00000000-0000-0001-6268-958949491661,0,7,6,612,Android,SM-A515U,Mobile Phone,www.mmafighting.com
2021-07-21 19:31:44,00000000-0000-0001-6268-958974141487,0,7,6,524,iOS,iPhone,Mobile Phone,genius.com
2021-07-21 19:31:41,00000000-0000-0001-6268-959003101816,0,7,6,734,iOS,iPhone,Mobile Phone,schimiggy.com
2021-07-21 19:31:45,00000000-0000-0001-6268-959066781750,0,7,6,505,iOS,iPhone,Mobile Phone,tvshowpilot.com
2021-07-21 19:31:51,00000000-0000-0001-6268-959112071809,0,7,6,617,iOS,iPhone,Mobile Phone,www.womenshealthmag.com
2021-07-21 19:31:59,00000000-0000-0001-6268-959098531278,0,7,6,648,iOS,iPhone,Mobile Phone,amp.polygon.com
2021-07-21 19:31:57,00000000-0000-0001-6268-959187831363,0,7,6,630,Android,SM-G991U,Mobile Phone,www.wbtv.com
2021-07-21 19:32:05,00000000-0000-0001-6268-959263331420,0,7,6,517,Android,SM-N975U,Mobile Phone,www.landgrantholyland.com
2021-07-21 19:32:08,00000000-0000-0001-6268-959230821155,0,7,6,505,Android,VS501,Mobile Phone,www.pinstripealley.com
2021-07-21 19:32:10,00000000-0000-0001-6268-959309971469,0,7,6,551,,,,www.theverge.com
2021-07-21 19:32:19,00000000-0000-0001-6268-959368491735,0,7,6,602,iOS,iPhone 11 Pro,Mobile Phone,thespun.com
2021-07-21 19:32:24,00000000-0000-0001-6268-959429701110,0,7,6,510,iOS,iPhone,Mobile Phone,homeguides.sfgate.com
2021-07-21 19:32:37,00000000-0000-0001-6268-959560831651,0,7,6,640,Android,SM-G950U,Mobile Phone,www.thewickednoodle.com
2021-07-21 19:32:36,00000000-0000-0001-6268-959520721713,0,7,6,609,iOS,iPhone,Mobile Phone,tvline.com
2021-07-21 19:32:43,00000000-0000-0001-6268-959309181760,0,7,6,517,iOS,iPhone,Mobile Phone,www.polygon.com
2021-07-21 19:32:46,00000000-0000-0001-6268-959626391046,0,7,6,524,iOS,iPhone,Mobile Phone,www.polygon.com
2021-07-21 19:32:47,00000000-0000-0001-6268-959652271432,0,7,6,546,iOS,iPhone 12 Pro Max,Mobile Phone,kidsactivitiesblog.com
2021-07-21 19:32:50,00000000-0000-0001-6268-959680021017,0,7,6,501,iOS,iPhone,Mobile Phone,www.livescience.com
2021-07-21 19:32:51,00000000-0000-0001-6268-959403731258,0,7,6,622,iOS,iPhone,Mobile Phone,www.vulture.com
2021-07-21 19:32:52,00000000-0000-0001-6268-959702411003,0,7,6,524,iOS,iPhone,Mobile Phone,m.rediff.com
2021-07-21 19:32:58,00000000-0000-0001-6268-959781041535,0,7,6,609,iOS,iPhone,Mobile Phone,www.thereciperebel.com
2021-07-21 19:33:04,00000000-0000-0001-6268-959810641605,0,7,6,504,iOS,iPhone,Mobile Phone,www.thereciperebel.com
2021-07-21 19:32:58,00000000-0000-0001-6268-959779611038,0,7,6,592,iOS,iPhone,Mobile Phone,www.cyclingnews.com
2021-07-21 19:32:58,00000000-0000-0001-6268-959797301844,0,7,6,535,iOS,iPhone,Mobile Phone,www.whitepages.com
2021-07-21 19:33:03,00000000-0000-0001-6268-959833271715,0,7,6,501,iOS,iPhone,Mobile Phone,www.thisoldhouse.com
2021-07-21 19:33:11,00000000-0000-0001-6268-959914541510,0,7,6,501,iOS,iPhone,Mobile Phone,www.vox.com
2021-07-21 19:33:13,00000000-0000-0001-6268-959942201615,0,7,6,659,iOS,iPhone,Mobile Phone,amp.independent.co.uk
2021-07-21 19:33:14,00000000-0000-0001-6268-959906471585,0,7,6,515,Android,C3701A,Mobile Phone,www.wlwt.com
2021-07-21 19:33:12,00000000-0000-0001-6268-959871991941,0,7,6,511,iOS,iPhone 6S Plus,Mobile Phone,interestingengineering.com
2021-07-21 19:33:14,00000000-0000-0001-6268-959935571617,0,7,6,570,Android,SM-G996U,Mobile Phone,www.wmbfnews.com
2021-07-21 19:33:17,00000000-0000-0001-6268-959936501571,0,7,6,505,iOS,iPhone,Mobile Phone,deadline.com
2021-07-21 19:33:14,00000000-0000-0001-6268-959954931007,0,7,6,501,iOS,iPhone 11 Pro,Mobile Phone,www.buzzfeed.com
2021-07-21 19:33:18,00000000-0000-0001-6268-959956131995,0,7,6,510,iOS,iPhone,Mobile Phone,dmv-practice-test.com
2021-07-21 19:33:19,00000000-0000-0001-6268-959994031109,0,7,6,544,iOS,iPhone,Mobile Phone,www.mmafighting.com
2021-07-21 19:33:29,00000000-0000-0001-6268-959981551400,0,7,6,517,,,,www.witn.com
2021-07-21 19:33:29,00000000-0000-0001-6268-960078131969,0,7,6,509,iOS,iPhone,Mobile Phone,wordfinder.yourdictionary.com
2021-07-21 19:33:42,00000000-0000-0001-6268-960223511709,0,7,6,529,iOS,iPhone,Mobile Phone,kristineskitchenblog.com
2021-07-21 19:33:43,00000000-0000-0001-6268-960230401911,0,7,6,517,Android,SM-G960U,Mobile Phone,www.mmamania.com
2021-07-21 19:33:45,00000000-0000-0001-6268-960209601780,0,7,6,0,Android,C5 Endi,Mobile Phone,www.wtvm.com
2021-07-21 19:33:43,00000000-0000-0001-6268-960220381928,0,7,6,622,iOS,iPhone,Mobile Phone,www.zeldadungeon.net
2021-07-21 19:33:48,00000000-0000-0001-6268-960291931996,0,7,6,659,iOS,iPhone,Mobile Phone,www.bustle.com
2021-07-21 19:33:57,00000000-0000-0001-6268-960338581412,0,7,6,510,Android,Moto G Stylus,Mobile Phone,mobile.reuters.com
2021-07-21 19:33:56,00000000-0000-0001-6268-960356161683,0,7,6,518,iOS,iPhone,Mobile Phone,www.southyourmouth.com
2021-07-21 19:33:57,00000000-0000-0001-6268-960350491803,0,7,6,517,Android,SM-J727T,Mobile Phone,www.blueshirtbanter.com
2021-07-21 19:33:59,00000000-0000-0001-6268-960358101804,0,7,6,524,Android,H811,Mobile Phone,www.silverscreenandroll.com
2021-07-21 19:34:00,00000000-0000-0001-6268-960416091678,0,7,6,659,Android,SM-G986U,Mobile Phone,www.marketwatch.com
2021-07-21 19:34:06,00000000-0000-0001-6268-960449961577,0,7,6,544,iOS,iPhone,Mobile Phone,thespun.com
2021-07-21 19:34:04,00000000-0000-0001-6268-960441221992,0,7,6,515,iOS,iPhone,Mobile Phone,www.indiewire.com
2021-07-21 19:34:14,00000000-0000-0001-6268-960519151659,0,7,6,501,iOS,iPhone,Mobile Phone,louisem.com
2021-07-21 19:34:17,00000000-0000-0001-6268-960551551425,0,7,6,504,iOS,iPhone 11,Mobile Phone,heavy.com
2021-07-21 19:34:18,00000000-0000-0001-6268-960572781558,0,7,6,544,iOS,iPhone,Mobile Phone,www.ninersnation.com
2021-07-21 19:34:20,00000000-0000-0001-6268-960599001986,0,7,6,693,iOS,iPhone,Mobile Phone,www.rockytoptalk.com
2021-07-21 19:34:24,00000000-0000-0001-6268-960034741881,0,7,6,517,Android,SM-G973U,Mobile Phone,abcnews.go.com
2021-07-21 19:34:28,00000000-0000-0001-6268-960577401241,0,7,6,511,iOS,iPhone 11,Mobile Phone,soaps.sheknows.com
2021-07-21 19:34:32,00000000-0000-0001-6268-960692971520,0,7,6,524,iOS,iPhone,Mobile Phone,www.behindthesteelcurtain.com
2021-07-21 19:34:36,00000000-0000-0001-6268-960733081291,0,7,6,510,iOS,iPhone,Mobile Phone,www.waaytv.com
2021-07-21 19:34:30,00000000-0000-0001-6268-960698731306,0,7,6,640,iOS,iPhone,Mobile Phone,www.usmagazine.com
2021-07-21 19:34:45,00000000-0000-0001-6268-960856481196,0,7,6,501,iOS,iPhone,Mobile Phone,ny.eater.com
2021-07-21 19:34:47,00000000-0000-0001-6268-960868411143,0,7,6,524,iOS,iPhone,Mobile Phone,abcnews.go.com
2021-07-21 19:34:54,00000000-0000-0001-6268-959854141881,0,7,6,535,iOS,iPhone,Mobile Phone,people.com
2021-07-21 19:34:56,00000000-0000-0001-6268-960759031268,0,7,6,511,iOS,iPhone,Mobile Phone,www.bloggingtheboys.com
2021-07-21 19:34:56,00000000-0000-0001-6268-960960021606,0,7,6,525,Android,SM-S111DL,Mobile Phone,www.abcactionnews.com
2021-07-21 19:35:00,00000000-0000-0001-6268-960973441216,0,7,6,567,Android,Moto Z4,Mobile Phone,www.usatoday.com
2021-07-21 19:35:00,00000000-0000-0001-6268-960977531544,0,7,6,566,iOS,iPhone,Mobile Phone,epicstream.com
2021-07-21 19:35:03,00000000-0000-0001-6268-960984561662,0,7,6,505,Android,BE2028,Mobile Phone,www.familyfreshmeals.com
2021-07-21 19:34:57,00000000-0000-0001-6268-960969501644,0,7,6,561,iOS,iPhone,Mobile Phone,www.menshealth.com
2021-07-21 19:34:59,00000000-0000-0001-6268-961006001015,0,7,6,588,Android,IN2017,Mobile Phone,www.badlefthook.com
2021-07-21 19:35:00,00000000-0000-0001-6268-961009601874,0,7,6,602,iOS,iPhone 11 Pro Max,Mobile Phone,www.pressurecookrecipes.com
2021-07-21 19:35:14,00000000-0000-0001-6268-961111571363,0,7,6,518,Android,SM-S515DL,Mobile Phone,www.sbnation.com
2021-07-21 19:35:15,00000000-0000-0001-6268-960916321309,0,7,6,527,Android,Pixel 3a,Mobile Phone,www.denofgeek.com
2021-07-21 19:35:19,00000000-0000-0001-6268-961164051075,0,7,6,505,iOS,iPhone,Mobile Phone,www.disneytouristblog.com
2021-07-21 19:35:15,00000000-0000-0001-6268-961118981015,0,7,6,0,iOS,iPhone,Mobile Phone,www.stltoday.com
2021-07-21 19:35:18,00000000-0000-0001-6268-960890991324,0,7,6,517,iOS,iPhone,Mobile Phone,www.bloggingtheboys.com
2021-07-21 19:35:24,00000000-0000-0001-6268-961209011444,0,7,6,561,iOS,iPhone,Mobile Phone,www.polygon.com
2021-07-21 19:35:24,00000000-0000-0001-6268-961220271905,0,7,6,575,iOS,iPhone,Mobile Phone,ftw.usatoday.com
2021-07-21 19:35:26,00000000-0000-0001-6268-961227791801,0,7,6,517,iOS,iPhone,Mobile Phone,www.marketwatch.com
2021-07-21 19:35:22,00000000-0000-0001-6268-961222971768,0,7,6,511,iOS,iPhone 12 Pro Max,Mobile Phone,www.eonline.com
2021-07-21 19:35:24,00000000-0000-0001-6268-961239641231,0,7,6,561,iOS,iPhone,Mobile Phone,amp.vox.com
2021-07-21 19:35:24,00000000-0000-0001-6268-961245141608,0,7,6,524,iOS,iPhone,Mobile Phone,www.forbes.com
2021-07-21 19:35:26,00000000-0000-0001-6268-961269291109,0,7,6,535,Android,SM-G965U1,Mobile Phone,www.fox47news.com
2021-07-21 19:35:26,00000000-0000-0001-6268-961227431474,0,7,6,505,Android,SM-N950U,Mobile Phone,www.yahoo.com
2021-07-21 19:35:38,00000000-0000-0001-6268-961371731527,0,7,6,673,iOS,iPhone,Mobile Phone,thoresbycottage.com
2021-07-21 19:35:37,00000000-0000-0001-6268-961382471140,0,7,6,609,iOS,iPhone,Mobile Phone,familydestinationsguide.com
2021-07-21 19:35:44,00000000-0000-0001-6268-961441961731,0,7,6,501,Android,SM-A716U,Mobile Phone,dodgeforum.com
2021-07-21 19:35:45,00000000-0000-0001-6268-961450241661,0,7,6,517,iOS,iPhone,Mobile Phone,www.al.com
2021-07-21 19:35:51,00000000-0000-0001-6268-961525671587,0,7,6,527,iOS,iPhone,Mobile Phone,www.horoscope.com
2021-07-21 19:36:06,00000000-0000-0001-6268-961480181975,0,7,6,534,Android,SM-N950U,Mobile Phone,nymag.com
2021-07-21 19:36:15,00000000-0000-0001-6268-961706441913,0,7,6,698,iOS,iPhone 6S Plus,Mobile Phone,clutchpoints.com
2021-07-21 19:36:15,00000000-0000-0001-6268-961688861315,0,7,6,563,Android,Pixel 3,Mobile Phone,www.menshealth.com
2021-07-21 19:36:16,00000000-0000-0001-6268-961755821605,0,7,6,548,iOS,iPhone,Mobile Phone,amp.miamiherald.com
2021-07-21 19:36:18,00000000-0000-0001-6268-961784861482,0,7,6,511,iOS,iPhone,Mobile Phone,tidymom.net
2021-07-21 19:36:19,00000000-0000-0001-6268-961798841896,0,7,6,609,iOS,iPhone,Mobile Phone,atlantablackstar.com
2021-07-21 19:36:25,00000000-0000-0001-6268-961833021712,0,7,6,0,Android,LM-K300,Mobile Phone,www.dexerto.com
2021-07-21 19:36:29,00000000-0000-0001-6268-961866721770,0,7,6,609,iOS,iPhone,Mobile Phone,www.womenshealthmag.com
2021-07-21 19:36:31,00000000-0000-0001-6268-961904951416,0,7,6,510,iOS,iPhone,Mobile Phone,dolphinnation.com
2021-07-21 19:36:32,00000000-0000-0001-6268-961868221492,0,7,6,746,iOS,iPhone,Mobile Phone,www.wlox.com
2021-07-21 19:36:43,00000000-0000-0001-6268-962035311828,0,7,6,556,iOS,iPhone,Mobile Phone,www.wtvr.com
2021-07-21 19:36:42,00000000-0000-0001-6268-961969881645,0,7,6,505,iOS,iPhone,Mobile Phone,soaps.sheknows.com
2021-07-21 19:36:46,00000000-0000-0001-6268-961762481455,0,7,6,539,iOS,iPhone,Mobile Phone,www.turfshowtimes.com
2021-07-21 19:36:50,00000000-0000-0001-6268-961914921720,0,7,6,507,iOS,iPhone SE,Mobile Phone,www.amazinavenue.com
2021-07-21 19:36:50,00000000-0000-0001-6268-962074491859,0,7,6,0,iOS,iPhone,Mobile Phone,timesofindia.indiatimes.com
2021-07-21 19:36:55,00000000-0000-0001-6268-962126061483,0,7,6,609,iOS,iPhone 7,Mobile Phone,tipsto.live
2021-07-21 19:36:53,00000000-0000-0001-6268-962136171768,0,7,6,505,Android,SM-N986U,Mobile Phone,www.wxyz.com
2021-07-21 19:37:02,00000000-0000-0001-6268-962176121789,0,7,6,510,iOS,iPhone,Mobile Phone,thepostpartumcure.com
2021-07-21 19:36:58,00000000-0000-0001-6268-962193261371,0,7,6,588,iOS,iPhone,Mobile Phone,thesaltymamas.com
2021-07-21 19:37:06,00000000-0000-0001-6268-962067331822,0,7,6,550,Android,SM-A115U,Mobile Phone,www.thefreedictionary.com
2021-07-21 19:37:06,00000000-0000-0001-6268-962217911865,0,7,6,501,iOS,iPhone,Mobile Phone,www.wellplated.com
